Drug Name,Salt,Dosage Form,Strengh,Route of Admin,ATC Code,Ingredient,Approved clinical indications,Access level,Remarks,Date,,
Iron,As Sucrose,INJECTION,20 mg/ml,INTRAVENOUS,B03AC03,,,Hospital only,,,,
Iron,,SOLUTION/ DROPS,25 mg/ml,ORAL,B03AA02,,,OTC medicines,,,,
Iron,As Sorbitol,INJECTION,50 mg/ml,INTRAMUSCULAR,B03AC03,,,Hospital only,,1364/03/12,,
Isocarboxazid,,TABLET,10 mg,ORAL,N06AF01,,,,,1371/06/08,,
Isoflurane   ,,INHALANT,,RESPIRATORY,N01AB06,,,Hospital only,,1363/05/28,,
Isoniazid,,TABLET,100 mg,ORAL,J04AC01,,,,,,,
Isoniazid,,INJECTION,100 mg/ml,PARENTERAL,J04AC01,,,Hospital only,,,,
Isoniazid,,TABLET,300 mg,ORAL,J04AC01,,,,,,,
Isoniazid+Prazinamide+Rifampicin   ,,TABLET,,ORAL,J04AM05,Isoniazid  50 mg + Pyrazinamide 300 mg + Rifampin 120 mg,,For Health Dept. of MOH only,,1378/05/10,,
Isoniazid+Rifampicin,,TABLET,,ORAL,J04AM02,Isoniazid 75 mg + Rifampin 150 mg,,For Health Dept. of MOH only,,,,
Isoproterenol,HCl,INJECTION,0.2 mg/ml,PARENTERAL,R03CB01,,,Hospital only,,,,
Isoproterenol,HCl,INJECTION,1 mg/ml,PARENTERAL,R03CB01,,,Hospital only,,,,
Isosorbide,Dinitrate ,SPRAY,1.25mg/Dose,TOPICAL,C01DA08,,,,,1387/05/16,,
Isosorbide,Dinitrate ,TABLET,10 mg,ORAL,C01DA08,,,,,,,
Isosorbide,Dinitrate ,"TABLET, EXTENDED RELEASE",40 mg,ORAL,C01DA08,,,,,1364/11/06,,
Isosorbide,Dinitrate ,TABLET,5 mg,SUBLINGUAL,C01DA08,,,,,,,
Isosorbide ,Mononitrate,"CAPSULE, EXTENDED RELEASE",50 mg,ORAL,C01DA08,,,,Modified(30/70),1386/07/18,,
Isosorbide ,Mononitrate,"TABLET, EXTENDED RELEASE",60 mg,ORAL,C01DA08,,,,,,,
Isotretinoin,,GEL,0.05%,TOPICAL,D10AD04,,,,,1384/04/20,,
Isotretinoin,,CAPSULE,10 mg,ORAL,D10BA01,,,,,1385/11/04,,
Isotretinoin,,"CAPSULE, LIQUID FILLED",16 mg,ORAL,D10BA01,,,,,1389/09/22,,
Isotretinoin,,"CAPSULE, LIQUID FILLED",20 mg,ORAL,D10BA01,,,,,,,
Isotretinoin,,"CAPSULE, LIQUID FILLED",8 mg,ORAL,D10BA01,,,,,1389/09/22,,
Isotretinoin,,"CAPSULE, LIQUID FILLED",30 mg,ORAL,D10BA01,,,,,1400/04/14,,
Isotretinoin,,"CAPSULE, LIQUID FILLED",40 mg,ORAL,D10BA01,,,,,1400/04/14,,
Isotretinoin,,"CAPSULE, LIQUID FILLED", 10 mg,ORAL,D10BA01,,,,,,,
Isoxsuprine,HCl,TABLET,10 mg,ORAL,C04AA01,,,,,,,
Itraconazole,,CAPSULE,100 mg,ORAL,J02AC02,,,,,1374/04/18,,
Itraconazole,,SOLUTION,10 mg/ml,ORAL,J02AC02,,,,,1395/10/08,,
Ivabradine,As HCl,TABLET,5 mg,ORAL,C01EB17,,"Chronic heart failure, Angina pectoris ",,,1396/11/29,,
Ivabradine,As HCl,TABLET,7.5 mg,ORAL,C01EB17,,"Chronic heart failure, Angina pectoris ",,,1396/11/29,,
Ivermectin,,TABLET,3 mg,ORAL,P02CF01,,Anthelmintic,,,1394/11/13,,
Ivermectin,,TABLET,6 mg,ORAL,P02CF01,,Anthelmintic,,,1394/11/13,,
Ivermectin,,LOTION,0.5%,TOPICAL,P02CF01,,,,W/W,1396/09/12,,
Ivermectin,,CREAM,1.00%,TOPICAL,D11AX22,,Inflammatory lesions of rosacea,,W/W,1397/02/02,,
Ketamine,As HCl,INJECTION,50 mg/ml,PARENTERAL,N01AX03,,,Hospital only,تحت کنترل (سبز),1372/11/17,,
Ketoconazole    ,,CREAM,2%,TOPICAL,D01AC08,,,,,1368/11/15,,
Ketoconazole    ,,LOTION,2%,TOPICAL,D01AC08,,,,,1387/02/18,,
Ketoconazole    ,,SHAMPOO,2%,TOPICAL,D01AC08,,,,,1372/11/17,,
Ketoconazole    ,,TABLET,200 mg,ORAL,J02AB02,,,,,1368/11/15,,
Ketorolac,Trometamol,SOLUTION/ DROPS,0.5%,OPHTHALMIC,S01BC05,,,,,1386/11/03,,
Ketorolac,Trometamol,SOLUTION/ DROPS,0.45%,OPHTHALMIC,S01BC05,,,,,1396/03/13,,
Ketorolac,Trometamol,TABLET,10 mg,ORAL,M01AB15,,,,,1389/05/30,,
Ketorolac,Trometamol,"INJECTION , SOLUTION",15 mg/ml,PARENTERAL,M01AB15,,,,,1392/05/29,,
Ketorolac,Trometamol,"INJECTION, SOLUTION",30 mg/ml,PARENTERAL,M01AB15,,,Hospital only,,1389/05/30,,
Ketotifen,As Fumarate,SOLUTION/ DROPS,0.025%,OPHTHALMIC,S01GX08,,,,,1386/03/23,,
Ketotifen,As Fumarate,TABLET,1 mg,ORAL,R06AX17,,,,,1373/12/21,,
Ketotifen,As Fumarate,SOLUTION/ DROPS,1 mg/ ml,ORAL,R06AX17,,,,,1388/08/20,,
Ketotifen,As Fumarate,SYRUP,1 mg/5 ml,ORAL,R06AX17,,,,,1373/12/21,,
Labetalol,HCl,INJECTION,5 mg/ml,PARENTERAL,C07AG01,,,Hospital only,,1386/12/07,,
Lacosamide,,TABLET,50 mg,ORAL,N03AX18,,Control of epilepsies,,,1397/07/28,,
Lacosamide,,TABLET,100 mg,ORAL,N03AX18,,Control of epilepsies,,,1397/07/28,,
Lacosamide,,TABLET,150 mg,ORAL,N03AX18,,Control of epilepsies,,,1397/07/28,,
Lacosamide,,TABLET,200 mg,ORAL,N03AX18,,Control of epilepsies,,,1397/07/28,,
Lacosamide,,SOLUTION ,10 mg/ml,ORAL,N03AX18,,Control of epilepsies,,,1399/12/26,,
Lactulose,,"POWDER, FOR SOLUTION",10 g,ORAL,A06AD11,,,,,,,
Lactulose,,SYRUP,10 g/15 ml,ORAL,A06AD11,,,,,,,
Lamivudine,,SOLUTION,10 mg/ml,ORAL,J05AF05,,,,,,,
Lamivudine,,TABLET,100 mg,ORAL,J05AF05,,,,,1379/06/20,,
Lamivudine,,TABLET,150 mg,ORAL,J05AF05,,,,,,,
Lamivudine+Zidovudine,,TABLET,,ORAL,J05AR01,Lamivudine 150 mg+Zidovudine300  mg ,,For Health Dept. of MOH only,,1393/10/14,,
Lamotrigine,,SOLUTION,10 mg/ml,ORAL,N03AX09,,,,,,,
Lamotrigine,,TABLET,100 mg,ORAL,N03AX09,,,,,,,
Lamotrigine,,TABLET,25 mg,ORAL,N03AX09,,,,,,,
Lamotrigine,,TABLET,50 mg,ORAL,N03AX09,,,,,,,
Lanreotide,As Acetate    ,"INJECTION, SOLUTION, EXTENDED RELEASE",120 mg ,PARENTERAL,H01CB03,,,,,1393/06/02,,
Lanreotide,As Acetate    ,"INJECTION, SOLUTION, EXTENDED RELEASE",60 mg ,PARENTERAL,H01CB03,,,,,1393/06/02,,
Lanreotide,As Acetate    ,"INJECTION, SOLUTION, EXTENDED RELEASE",90 mg ,PARENTERAL,H01CB03,,,,,1393/06/02,,
Lansoprazole ,,"CAPSULE, DELAYED RELEASE",15 mg,ORAL,A02BC03,,,OTC medicines,,1387/12/21,,
Lansoprazole ,,"CAPSULE, DELAYED RELEASE",30 mg,ORAL,A02BC03,,,,,1387/12/21,,
Laronidase,,INJECTION,2.9mg/ml,PARENTERAL,A16AB05,,for treatment of mocopolysacoidosis,Orphan medicines,,1387/11/06,,
Latanoprost,,SOLUTION,50 mcg/ml,OPHTHALMIC,S01EE01,,,,,1379/11/09 ,,
Latanoprost+Timolol   ,,SOLUTION/ DROPS,,OPHTHALMIC,S01ED51,Latanoprost 50 mcg + Timolol (As Maleate) 5 mg,,,,1387/05/06,,
L-Carnitine,,"TABLET, CHEWABLE",1 g ,ORAL,A16AA01,,,,,,,
L-Carnitine,As L-Tartrate,"TABLET, CHEWABLE",1 g ,ORAL,A16AA01,,,,,1388/08/20,,
L-Carnitine,,SOLUTION,100 mg/ml,ORAL,A16AA01,,,,,,,
L-Carnitine,,INJECTION,200 mg/ml,PARENTERAL,A16AA01,,,,,,,
L-Carnitine,,TABLET,250 mg ,ORAL,A16AA01,,,,,,,
L-Carnitine,As L-Tartrate,TABLET,250 mg ,ORAL,A16AA01,,,,, 1388/08/20,,
L-Carnitine,,TABLET,330 mg ,ORAL,A16AA01,,,,,1388/10/30,,
Ledipasvir+Sofosbuvir,,TABLET,,ORAL,J05AP51,Ledipasvir 90 mg+Sofosbuvir 400 mg,Hepatitis C infection,,,1394/03/31,,
Leflunomide,,TABLET,10 mg,ORAL,L04AA13,,Arthritis rheumatoid,,,1395/12/22,,
Leflunomide,,TABLET,20 mg,ORAL,L04AA13,,Arthritis rheumatoid,,,1395/12/22,,
Leishmanin     ,,SUSPENSION,,INTRADERMAL,V04CX,,,,,1386/11/08,,
Lenalidomide,,CAPSULE,10 mg,ORAL,L04AX04,,for multiple myolema; and myeloma depylastic,,,1393/02/07,,
Lenalidomide,,CAPSULE,15 mg,ORAL,L04AX04,,for multiple myolema; and myeloma depylastic,,,1393/02/07,,
Lenalidomide,,CAPSULE,25 mg,ORAL,L04AX04,,for multiple myolema; and myeloma depylastic,,,1393/02/07,,
Lenalidomide,,CAPSULE,5 mg,ORAL,L04AX04,,for multiple myolema; and myeloma depylastic,,,1393/02/07,,
Letrozole,,TABLET,2.5 mg,ORAL,L02BG04,,,,,1381/06/18,,
Leucovorin,,INJECTION,125mg/ml,PARENTERAL,V03AF03,,For rescue use after high dose methotrexate therapy in the treatment of osteosarcoma.,,,,,
Leucovorin,,INJECTION,3 mg/ml,PARENTERAL,V03AF03,,For rescue use after high dose methotrexate therapy in the treatment of osteosarcoma.,,,,,
Leucovorin,,"INJECTION, POWDER",30 mg,PARENTERAL,V03AF03,,For rescue use after high dose methotrexate therapy in the treatment of osteosarcoma.,,,,,
Leuprorelin,Acetate,"INJECTION, POWDER",3.75 mg,PARENTERAL,L02AE02,,Treatment of central precocious puberty.,,,,,
Leuprorelin,Acetate,"INJECTION, POWDER, EXTENDED RELEASE",3.75 mg,PARENTERAL,L02AE02,,Prostate Cancer,,,1396/12/23,,
Leuprorelin,Acetate,"INJECTION, POWDER, EXTENDED RELEASE",7.5 mg,PARENTERAL,L02AE02,,Prostate Cancer,,,1387/02/04,,
Leuprorelin,Acetate,"INJECTION, POWDER, EXTENDED RELEASE",11.25 mg,PARENTERAL,L02AE02,,Prostate Cancer,,,1396/12/23,,
Leuprorelin,Acetate,"INJECTION, POWDER, EXTENDED RELEASE",22.5 mg,PARENTERAL,L02AE02,,Prostate Cancer,,,1394/07/05,,
Leuprorelin,Acetate,"INJECTION, POWDER, EXTENDED RELEASE",45 mg,PARENTERAL,L02AE02,,Prostate Cancer,,,1395/05/02,,
Levamisole,As HCl,SYRUP,40 mg/5ml,ORAL,P02CE01,,,,,,,
Levamisole,As HCl,TABLET,50 mg,ORAL,P02CE01,,,,,,,
Levetiracetam,,"INJECTION, SOLUTION, CONCENTRATE",100 mg/ml,PARENTERAL,N03AX14,,,Hospital only,,1392/09/25,,
Levetiracetam,,"INJECTION, SOLUTION",500 mg/100 ml,PARENTERAL,N03AX14,,,Hospital only,In Sodium Chloride,1395/04/09,,
Levetiracetam,,"INJECTION, SOLUTION",1500 mg/100 ml,PARENTERAL,N03AX14,,,Hospital only,In Sodium Chloride,1395/12/22,,
Levetiracetam,,TABLET,1000 mg,ORAL,N03AX14,,,,,1391/06/13,,
Levetiracetam,,TABLET,250 mg,ORAL,N03AX14,,,,,1387/12/21,,
Levetiracetam,,TABLET,500 mg,ORAL,N03AX14,,,,,1387/12/21,,
Levetiracetam,,SOLUTION,100 mg/ml,ORAL,N03AX14,,,,,1388/02/30,,
Levetiracetam,,TABLET,750 mg,ORAL,N03AX14,,,,,1388/08/20,,
Levetiracetam,,SACHET,250 mg,ORAL,N03AX14,,,,,1398/11/28,,
Levetiracetam,,SACHET,500 ng,ORAL,N03AX14,,,,,1398/11/28,,
Levetiracetam,,SACHET,1000 mg,ORAL,N03AX14,,,,,1398/11/28,,
Levetiracetam,,"TABLET, EXTENDED RELEASE",500 mg,ORAL,N03AX14,,,,,1399/12/26,,
Levetiracetam,,"TABLET, EXTENDED RELEASE",750 mg,ORAL,N03AX14,,,,,1399/12/26,,
Levetiracetam,,"TABLET, EXTENDED RELEASE",1000 mg,ORAL,N03AX14,,,,,1399/12/26,,
Levocetirizine,DiHCl,TABLET,5 mg,ORAL,R06AE09,,,OTC medicines,,1386/09/07,,
Levodopa,,TABLET,500 mg,ORAL,N04BA01,,,,,,,
Levodopa+ Carbidopa+ Entacapon,,TABLET,,ORAL,N04BA03,Levodopa 100mg+ Carbidopa 25 mg+ Entacapon 200 mg,,,,1387/12/21,,
Levodopa+ Carbidopa+ Entacapon,,TABLET,,ORAL,N04BA03,Levodopa 125mg+ Carbidopa31.25 mg+ Entacapon 200 mg,,,,1389/8/24,,
Levodopa+ Carbidopa+ Entacapon,,TABLET,,ORAL,N04BA03,Levodopa 150mg+ Carbidopa 37.5 mg+ Entacapon 200 mg,,,,1387/12/21,,
Levodopa+ Carbidopa+ Entacapon,,TABLET,,ORAL,N04BA03,Levodopa 200mg+ Carbidopa 50 mg+ Entacapon 200 mg,,,,1389/08/24,,
Levodopa+ Carbidopa+ Entacapon,,TABLET,,ORAL,N04BA03,Levodopa 50mg+ Carbidopa 12.5mg+ Entacapon 200 mg,,,,1387/12/21,,
Levodopa+ Carbidopa+ Entacapon,,TABLET,,ORAL,N04BA03,Levodopa 75mg+ Carbidopa 18.75 mg+ Entacapon 200 mg,,,,1389/08/24,,
Levodopa+Benserazide,,TABLET,,ORAL,N04BA02, Levodopa 100 mg+Benserazide (as Hydrochloride) 25 ,,,,1365/11/05,,
Levodopa+Benserazide,,TABLET,,ORAL,N04BA02, Levodopa 200 mg+Benserazide (as Hydrochloride) 50 ,,,,,,
Levodopa+Benserazide,,TABLET,,ORAL,N04BA02, Levodopa 50 mg+Benserazide (as Hydrochloride) 12.5,,,,1365/11/05,,
Levodopa+Benserazide,,CAPSULE,, ORAL,N04BA02, Levodopa 100 mg+Benserazide (as Hydrochloride) 25 mg,,,,1399/07/15,,
Levodopa+Benserazide,,"TABLET, DISPERSIBLE",,ORAL,N04BA02, Levodopa 50 mg+Benserazide (as Hydrochloride) 12.5 mg,,,,1399/12/26,,
Levodopa+Benserazide,,"CAPSULE, EXTENDED RELEASE",, ORAL,N04BA02, Levodopa 100 mg+Benserazide (as Hydrochloride) 25 mg,,,,1401/06/02,,
Levodopa+Benserazide,,"TABLET, DISPERSIBLE",,ORAL,N04BA02, Levodopa 100 mg+Benserazide (as Hydrochloride) 25 mg,,,,1399/12/26,,
Levodopa+Carbidopa,,TABLET,,ORAL,N04BA02,Levodopa 100 mg+Carbidopa (as Monohydrate) 10 mg,,,,,,
Levodopa+Carbidopa,,TABLET,,ORAL,N04BA02,Levodopa 100 mg+Carbidopa (as Monohydrate) 25 mg,,,,,,
Levodopa+Carbidopa,,"TABLET, EXTENDED  RELEASE",,ORAL,N04BA02,Levodopa 100 mg+Carbidopa (as Monohydrate) 25 mg    ,,,,1392/05/29,,
Levodopa+Carbidopa,,"TABLET, EXTENDED  RELEASE",,ORAL,N04BA02,Levodopa 200 mg+Carbidopa (as Monohydrate) 50 mg    ,,,,1392/05/29,,
Levodopa+Carbidopa Forte,,TABLET,,ORAL,N04BA02,Levodopa 250 mg+Carbidopa (as Monohydrate) 25 mg    ,,,,,,
Levofloxacin,,SOLUTION/ DROPS,0.5%,OPHTHALMIC,S01AX19,,,,,1390/01/29,,
Levofloxacin, ,SOLUTION/ DROPS,1.5 %,OPHTHALMIC,S01AX19,,,,,1401/06/02,,
Levofloxacin,,TABLET,250 mg,ORAL,J01MA12,,,,for local production only ,1389/10/25,,
Levofloxacin,,"INJECTION, SOLUTION CONCENTRATE",25mg/ml ,PARENTRAL,J01MA12,,,Hospital only. ,,1392/04/04,,
Levofloxacin,,TABLET,500 mg,ORAL,J01MA12,,,,for local production only ,1389/10/25,,
Levofloxacin,,"INJECTION , SOLUTION",5 mg/ml,INTRAVENOUS DRIP,J01MA12,,,Hospital only,,1391/05/02,,
Levofloxacin,,TABLET,750 mg,ORAL,J01MA12,,,,for local production only ,1389/10/25,,
Levonorgestrel ,,TABLET,1.5 mg,ORAL,G03AC03,,,,, 1388/09/04,,
Levonorgestrel ,,IMPLANT,2 × 75 mg,TRANSDERMAL,G03AC03,,,,for local production only,1390/01/29,,
Levonorgestrel ,,TABLET,30 mcg,ORAL,G03AC03,,,,,,,
Levonorgestrel ,,IMPLANT,6 × 36 mg,TRANSDERMAL,G03AC03,,,,, 1371/08/24,,
Levonorgestrel ,,TABLET,750 mcg,ORAL,G03AC03,,,,, 1381/06/31,,
Levothyroxine,Sodium,"CAPSULE, LIQUID FILLED",100 mcg,ORAL,H03AA01,,,,,1386/07/18,,
Levothyroxine,Sodium,TABLET,100 mcg,ORAL,H03AA01,,,,,,,
Levothyroxine,Sodium,SOLUTION,20 mcg/ml,ORAL,H03AA01,,,,,1396/02/02,,
Levothyroxine,Sodium,"CAPSULE, LIQUID FILLED",50 mcg,ORAL,H03AA01,,,,,1386/07/18,,
Levothyroxine,Sodium,TABLET,50 mcg,ORAL,H03AA01,,,,, 1378/08/23,,
Levothyroxine,Sodium,TABLET,75 mcg,ORAL,H03AA01,,,,,1386/04/27,,
Levothyroxine,Sodium,TABLET,25 mcg,ORAL,H03AA01,,,,,1395/06/24,,
Levothyroxine,Sodium,TABLET,150 mcg,ORAL,H03AA01,,,,,1395/06/24,,
Lidocaine,HCl,INJECTION,2%,PARENTERAL,C01BB01,,,,Cartridge (carpool),,,
Lidocaine,HCl,INJECTION,2%,PARENTERAL,C01BB01,,,Hospital only,Lignocaine,,,
Lidocaine,HCl,GEL,2%,TOPICAL,D04AB01,,,OTC medicines,Lignocaine,,,
Lidocaine,,CREAM,4%,TOPICAL,D04AB01,,,OTC medicines,Lignocaine,1396/09/19,,
Lidocaine,HCl,"INJECTION, SOLUTION",4%,PARENTERAL,N01BB52,,,Hospital only,Lignocaine, 1368/07/16,,
Lidocaine,HCl,SOLUTION,4%,TOPICAL,D04AB01,,,,Lignocaine,,,
Lidocaine,HCl,INJECTION,5%,INTRASPINAL,N01BB52,Lidocaine HCl 5%+Dextrose 7.5%,,Hospital only,Lignocaine, 1362/09/27,,
Lidocaine,HCl,SPRAY,6.5%,TOPICAL,D04AB01,,,,Lignocaine, 1384/12/09,,
Lidocaine,HCl,"INJECTION, SOLUTION",20%,PARENTERAL,C01BB01,,,Hospital only,Lignocaine,,,
Lidocaine,,SPRAY,10 mg/dose,TOPICAL,D04AB01,,,,10% Lignocaine,1386/11/08,,
Lidocaine,,PATCH,5%,TOPICAL,D04AB01,,,,,1395/11/06,,
Lidocaine ,HCl,INJECTION,1%,PARENTERAL,C01BB01,,,Hospital only,Lignocaine,,,
Lidocaine+Chlorhexidine   ,,GEL,,TOPICAL,N01BB52,Lidocaine Hydrochloride 2%+Chlorhexidine Dihydrochloride 0.05%,,,,  1384/12/09,,
Lidocaine+Chlorhexidine   ,,GEL,,TOPICAL,N01BB52,Lidocaine Hydrochloride 2%+ Chlorhexidine Gluconate 0.05%,,,تغییر ملح دی هیدروکلراید به گلوکونات,1398/09/19,,
Lidocaine+Epinephrine   ,,INJECTION,,PARENTERAL,N01BB52,(Lidocaine HCl 20mg+Epinephrine (As Bitartrate) 12.5 mcg)/ ml  ,,Hospital only,,,,
Lidocaine+Epinephrine   ,,INJECTION,,PARENTERAL,N01BB52,Lidocaine HCl 10mg+Epinephrine (As Bitartrate) 5mcg/ml,,Hospital only,,,,
Lidocaine+Hydrocortisone,,OINTMENT,,RECTAL,N01BB52,Lidocaine 5%+Hydrocortisone Acetate 0.5%,,,, 1368/08/07,,
Lidocaine+Prilocaine,,CREAM,,TOPICAL,N01BB52,Lidocaine 2.5% + Prilocaine 2.5%,,,,1379/01/29,,
Lidocaine+Tetracaine,,CREAM,,TOPICAL,N01BB52,Lidocaine7% + Tetracaine 7%,,,,1396/06/25,ورود به فهرست,
linaclotide,,CAPSULE,72 mcg,ORAL,A06AX04,,IBS-C,,,1402/08/08,,
linaclotide,,CAPSULE,145 mcg,ORAL,A06AX04,,IBS-C,,,1402/08/08,,
linaclotide,,CAPSULE,290 mcg,ORAL,A06AX04,,IBS-C,,,1402/08/08,,
Linagliptin,,TABLET,5 mg,ORAL,A10BH05,,Type 2 Diabetes Mellitus,,,1395/08/02,ورود به فهرست,
Linagliptin+Metformin,,TABLET,,ORAL,A10BD11,Metformin HCL 500 mg + Linagliptin2.5 mg                               ,,,,1396/04/31,,
Linagliptin+Metformin,,TABLET,,ORAL,A10BD11,Metformin HCL 1000 mg + Linagliptin2.5 mg                               ,,,,1396/04/31,,
Linagliptin+Metformin,,"TABLET, EXTENDED RELEASE",,ORAL,A10BD11,Metformin HCL 1000 mg + Linagliptin 5 mg                               ,,,,1396/08/29,,
Linagliptin+Metformin,,"TABLET, EXTENDED RELEASE",,ORAL,A10BD11,Metformin HCL 1000 mg + Linagliptin 2.5 mg                               ,,,,1396/08/29,,
Lindane,,LOTION,1%,TOPICAL,P03AB02,,,,,,,
Lindane,,SHAMPOO,1%,TOPICAL,P03AB02,,,,,,,
Linezolid,,"POWDER, FOR SUSPENSION",100 mg/5ml,ORAL,J01XX08,,,,,1391/12/23,,
Linezolid,,TABLET,400 mg,ORAL,J01XX08,,,,,1391/12/23,,
Linezolid,,TABLET,600 mg,ORAL,J01XX08,,,,,1391/12/23,,
Linezolid,,"INJECTION, SOLUTION",2 mg/ml,PARENTERAL,J01XX08,,,Hospital only,,1391/12/23,,
Liothyronine,Sodium ,TABLET,25 mcg,ORAL,H03AA02,,,,,,,
Lipid Infusion,,"INJECTION, SOLUTION",10%,INTRAVENOUS DRIP,B05BA02,,,,,,,
Lipid Infusion,,"INJECTION, SOLUTION",20%,INTRAVENOUS DRIP,B05BA02,,,Hospital only,, 1381/02/09,,
Liraglutide,,"INJECTION, SOLUTION",6 mg/ml,PARENTERAL,A10BX07,,,,Disposable pen,1391/02/07,,
Lisdexamfetamine,Mesilate,CAPSULE,10 mg,ORAL,N06BA12,,ADHD,,,1396/11/29,,
Lisdexamfetamine,Mesilate,CAPSULE,20 mg,ORAL,N06BA12,,ADHD,,,1396/11/29,,
Lisdexamfetamine,Mesilate,CAPSULE,30 mg,ORAL,N06BA12,,ADHD,,,1396/11/29,,
Lisdexamfetamine,Mesilate,CAPSULE,40 mg,ORAL,N06BA12,,ADHD,,,1396/11/29,,
Lisdexamfetamine,Mesilate,CAPSULE,50 mg,ORAL,N06BA12,,ADHD,,,1396/11/29,,
Lisdexamfetamine,Mesilate,CAPSULE,60 mg,ORAL,N06BA12,,ADHD,,,1396/11/29,,
Lisdexamfetamine,Mesilate,CAPSULE,70 mg,ORAL,N06BA12,,ADHD,,,1396/11/29,,
Lisinopril,,TABLET,10 mg,ORAL,C09AA03,,,,,1382/03/04,,
Lisinopril,,TABLET,20 mg,ORAL,C09AA03,,,,,1382/03/04,,
Lisinopril,,TABLET,5 mg,ORAL,C09AA03,,,,,1382/03/04,,
Lisinopril+Hydrochlorothiazide,,TABLET,,ORAL,C09BA03,Lisinopril 10mg + Hydrochlorothiazide 12.5mg,,,,1387/07/07,,
Lisinopril+Hydrochlorothiazide,,TABLET,,ORAL,C09BA03,Lisinopril 20mg + Hydrochlorothiazide 12.5mg,,,,1387/07/07,,
Lisinopril+Hydrochlorothiazide,,TABLET,,ORAL,C09BA03,Lisinopril 20mg + Hydrochlorothiazide 25mg,,,,1387/07/07,,
Lithium,Carbonate,TABLET,300 mg,ORAL,N05AN01,,,,,,,
Lithium,Carbonate,"CAPSULE, EXTENDED RELEASE",400 mg,ORAL,N05AN01,,,,,,,
Lithium,Carbonate,"TABLET, EXTENDED RELEASE",400 mg,ORAL,N05AN01,,,,,,,
Lithium,Carbonate,"TABLET, EXTENDED RELEASE",450 mg,ORAL,N05AN01,,,,,1397/09/27,,
Lomustine,,CAPSULE,40 mg,ORAL,L01AD02,,,,,,,
Loperamide,HCl,SOLUTION,1 mg/5ml,ORAL,A07DA03,,,OTC medicines,,1383/10/28,,
Loperamide,HCl,CAPSULE,2 mg,ORAL,A07DA03,,,OTC medicines,,,,
Loperamide,HCl,TABLET,2 mg,ORAL,A07DA03,,,OTC medicines,,,,
Loperamide Hcl + Simethicone,,"TABLET, CHEWABLE",,ORAL,A07DA53, Loperamide Hcl 2 mg+ Simethicone 125 mg,,OTC medicines,,1399/12/26,,
Lopinavir+Ritonavir,,SOLUTION,,ORAL,J05AR10,(Lopinavir 400mg+Ritonavir 100mg)/5ml,,for Health Dept. of MOH only,, 1386/04/11,,
Lopinavir+Ritonavir,,SOLUTION,,ORAL,J05AR10,(Lopinavir80 mg+Ritonavir 20 mg)/ml,,for Health Dept. of MOH only,,1393/10/14,,
Lopinavir+Ritonavir,,TABLET,,ORAL,J05AR10,Lopinavir 100 mg+Ritonavir 25 mg,,for Health Dept. of MOH only,,1393/10/14,,
Lopinavir+Ritonavir,,"CAPSULE, LIQUID FILLED",,ORAL,J05AR10,Lopinavir 133.3mg+Ritonavir 33.3mg,,for Health Dept. of MOH only,, 1386/04/11,,
Lopinavir+Ritonavir,,TABLET,,ORAL,J05AR10,Lopinavir 200mg+Ritonavir 50mg,,for Health Dept. of MOH only,, 1386/04/11,,
Loratadine,,"CAPSULE, LIQUID FILLED",10 mg,ORAL,R06AX13,,,OTC medicines,for local production only,1390/03/23,,
Loratadine,,TABLET,10 mg,ORAL,R06AX13,,,OTC medicines,,,,
Loratadine,,"TABLET, ORALLY DISINTEGRATING",10 mg,ORAL,R06AX13,,,OTC medicines,,1385/02/12,,
Loratadine,,SYRUP,5 mg/5ml,ORAL,R06AX13,,,OTC medicines,,,,
Loratadine+Pseudoephedrine,,"TABLET, EXTENDED RELEASE",,ORAL,R01BA52,Loratadine 5 mg + Pseudoephedrine Sulfate 120 mg           ,,OTC medicines,for local production only,1389/07/17,,
Lorazepam,,TABLET,1 mg,ORAL,N05BA06,,,,تحت کنترل (سبز), 1366/07/19,,
Lorazepam,,TABLET,2 mg,ORAL,N05BA06,,,,تحت کنترل (سبز), 1366/07/19,,
Lorazepam,,INJECTION,2 mg/ml,PARENTERAL,N05BA06,,,Hospital only,تحت کنترل (سبز), 1374/12/20,,
Lorazepam,,INJECTION,4 mg/ml,PARENTERAL,N05BA06,,,Hospital only,تحت کنترل (سبز),1382/09/03,,
Lorenzos Oil,,OIL,500 ml,ORAL,,,Treatment of early stages of Adrenoleucodystrophy,,, 1387/11/06,,
Losartan,Potassium,TABLET,12.5 mg,ORAL,C09CA01,,,,,1397/04/30,,
Losartan,Potassium,TABLET,25 mg,ORAL,C09CA01,,,,,    1377/11/18,,
Losartan,Potassium,TABLET,50 mg,ORAL,C09CA01,,,,,,,
Losartan,Potassium,TABLET,100 mg,ORAL,C09CA01,,,,,1397/04/30,,
Losartan+Hydrochlorothiazide,,TABLET,,ORAL,C03AX01, Losartan Potassium 50mg + Hydrochlorothiazide 12.5mg,,,,1387/08/01,,
Loteprednol,Etabonate,SUSPENSION/ DROPS,0.5%,OPHTHALMIC,S01BA14,,,,,1388/05/11,,
Loteprednol,Etabonate,OINTMENT,0.5%,OPHTHALMIC,S01BA14,,,,,1395/12/22,,
Loteprednol  ,Etabonate,SUSPENSION/ DROPS,1%,OPHTHALMIC,S01BA14,,,,,1401/06/02,,
